3-SAT a = 1.5, n = 150: 100%, tempo médio: 0.0
3-SAT a = 1.5, n = 200: 100%, tempo médio: 0.0
3-SAT a = 1.5, n = 50: 100%, tempo médio: 0.0
3-SAT a = 1.6, n = 100: 100%, tempo médio: 0.0
3-SAT a = 1.6, n = 150: 100%, tempo médio: 0.0
3-SAT a = 1.6, n = 200: 100%, tempo médio: 0.0
3-SAT a = 1.6, n = 50: 100%, tempo médio: 0.0
3-SAT a = 1.7, n = 100: 100%, tempo médio: 0.0
3-SAT a = 1.7, n = 150: 100%, tempo médio: 0.0
3-SAT a = 1.7, n = 200: 100%, tempo médio: 0.0
3-SAT a = 1.7, n = 50: 100%, tempo médio: 0.0
3-SAT a = 1.8, n = 100: 100%, tempo médio: 0.0
3-SAT a = 1.8, n = 150: 100%, tempo médio: 0.0
3-SAT a = 1.8, n = 200: 100%, tempo médio: 0.0
3-SAT a = 1.8, n = 50: 100%, tempo médio: 0.0
3-SAT a = 1.9, n = 100: 100%, tempo médio: 0.0
3-SAT a = 1.9, n = 150: 100%, tempo médio: 0.0
3-SAT a = 1.9, n = 200: 100%, tempo médio: 0.0
3-SAT a = 1.9, n = 50: 100%, tempo médio: 0.0
3-SAT a = 2.0, n = 100: 100%, tempo médio: 0.0
3-SAT a = 2.0, n = 150: 100%, tempo médio: 0.0
3-SAT a = 2.0, n = 200: 100%, tempo médio: 0.0
3-SAT a = 2.0, n = 50: 100%, tempo médio: 0.0
3-SAT a = 2.1, n = 100: 100%, tempo médio: 0.0
3-SAT a = 2.1, n = 150: 100%, tempo médio: 0.0
3-SAT a = 2.1, n = 200: 100%, tempo médio: 0.0
3-SAT a = 2.1, n = 50: 100%, tempo médio: 0.0
3-SAT a = 2.2, n = 100: 100%, tempo médio: 0.0
3-SAT a = 2.2, n = 150: 100%, tempo médio: 0.0
3-SAT a = 2.2, n = 200: 100%, tempo médio: 0.0
3-SAT a = 2.2, n = 50: 100%, tempo médio: 0.0
3-SAT a = 2.3, n = 100: 100%, tempo médio: 0.0
3-SAT a = 2.3, n = 150: 100%, tempo médio: 0.0
3-SAT a = 2.3, n = 200: 100%, tempo médio: 0.0
3-SAT a = 2.3, n = 50: 100%, tempo médio: 0.0
3-SAT a = 2.4, n = 100: 100%, tempo médio: 0.0
3-SAT a = 2.4, n = 150: 100%, tempo médio: 0.0
3-SAT a = 2.4, n = 200: 100%, tempo médio: 0.0
3-SAT a = 2.4, n = 50: 100%, tempo médio: 0.0
3-SAT a = 2.5, n = 100: 100%, tempo médio: 0.0
3-SAT a = 2.5, n = 150: 100%, tempo médio: 0.0
3-SAT a = 2.5, n = 200: 100%, tempo médio: 0.0
3-SAT a = 2.5, n = 50: 100%, tempo médio: 0.0
3-SAT a = 2.6, n = 100: 100%, tempo médio: 0.0
3-SAT a = 2.6, n = 150: 100%, tempo médio: 0.0
3-SAT a = 2.6, n = 200: 100%, tempo médio: 0.0
3-SAT a = 2.6, n = 50: 100%, tempo médio: 0.0
3-SAT a = 2.7, n = 100: 100%, tempo médio: 0.0
3-SAT a = 2.7, n = 150: 100%, tempo médio: 0.0
3-SAT a = 2.7, n = 200: 100%, tempo médio: 0.0
3-SAT a = 2.7, n = 50: 100%, tempo médio: 0.0
3-SAT a = 2.8, n = 100: 100%, tempo médio: 0.0
3-SAT a = 2.8, n = 150: 100%, tempo médio: 0.0
3-SAT a = 2.8, n = 200: 100%, tempo médio: 0.0
3-SAT a = 2.8, n = 50: 100%, tempo médio: 0.0
3-SAT a = 2.9, n = 100: 100%, tempo médio: 0.0
3-SAT a = 2.9, n = 150: 100%, tempo médio: 0.0
3-SAT a = 2.9, n = 200: 100%, tempo médio: 0.0
3-SAT a = 2.9, n = 50: 100%, tempo médio: 0.0
3-SAT a = 3.0, n = 100: 100%, tempo médio: 0.0
3-SAT a = 3.0, n = 150: 100%, tempo médio: 0.0
3-SAT a = 3.0, n = 200: 100%, tempo médio: 0.0
3-SAT a = 3.0, n = 50: 100%, tempo médio: 0.0
3-SAT a = 3.1, n = 100: 100%, tempo médio: 0.0
3-SAT a = 3.1, n = 150: 100%, tempo médio: 0.0
3-SAT a = 3.1, n = 200: 100%, tempo médio: 0.0
3-SAT a = 3.1, n = 50: 100%, tempo médio: 0.0
3-SAT a = 3.2, n = 100: 100%, tempo médio: 0.0
3-SAT a = 3.2, n = 150: 100%, tempo médio: 0.0
3-SAT a = 3.2, n = 200: 100%, tempo médio: 0.0
3-SAT a = 3.2, n = 50: 100%, tempo médio: 0.0
3-SAT a = 3.3, n = 100: 100%, tempo médio: 0.0
3-SAT a = 3.3, n = 150: 100%, tempo médio: 0.0
3-SAT a = 3.3, n = 200: 100%, tempo médio: 0.0
3-SAT a = 3.3, n = 50: 100%, tempo médio: 0.0
3-SAT a = 3.4, n = 100: 100%, tempo médio: 0.0
3-SAT a = 3.4, n = 150: 100%, tempo médio: 0.0
3-SAT a = 3.4, n = 200: 100%, tempo médio: 0.0
3-SAT a = 3.4, n = 50: 100%, tempo médio: 0.0
3-SAT a = 3.5, n = 100: 100%, tempo médio: 0.0
3-SAT a = 3.5, n = 150: 100%, tempo médio: 0.0
3-SAT a = 3.5, n = 200: 100%, tempo médio: 0.0
3-SAT a = 3.5, n = 50: 100%, tempo médio: 0.0
3-SAT a = 3.6, n = 100: 100%, tempo médio: 0.0
3-SAT a = 3.6, n = 150: 100%, tempo médio: 0.0
3-SAT a = 3.6, n = 200: 100%, tempo médio: 0.0
3-SAT a = 3.6, n = 50: 100%, tempo médio: 0.0
3-SAT a = 3.7, n = 100: 100%, tempo médio: 0.0
3-SAT a = 3.7, n = 150: 100%, tempo médio: 0.0
3-SAT a = 3.7, n = 200: 100%, tempo médio: 0.01
3-SAT a = 3.7, n = 50: 100%, tempo médio: 0.0
3-SAT a = 3.8, n = 100: 100%, tempo médio: 0.0
3-SAT a = 3.8, n = 150: 100%, tempo médio: 0.01
3-SAT a = 3.8, n = 200: 100%, tempo médio: 0.01
3-SAT a = 3.8, n = 50: 93%, tempo médio: 0.0
3-SAT a = 3.9, n = 100: 100%, tempo médio: 0.0
3-SAT a = 3.9, n = 150: 97%, tempo médio: 0.01
3-SAT a = 3.9, n = 200: 100%, tempo médio: 0.02
3-SAT a = 3.9, n = 50: 83%, tempo médio: 0.0
3-SAT a = 4.0, n = 100: 87%, tempo médio: 0.0
3-SAT a = 4.0, n = 150: 97%, tempo médio: 0.01
3-SAT a = 4.0, n = 200: 100%, tempo médio: 0.1
3-SAT a = 4.0, n = 50: 80%, tempo médio: 0.0
3-SAT a = 4.1, n = 100: 87%, tempo médio: 0.0
3-SAT a = 4.1, n = 150: 83%, tempo médio: 0.03
3-SAT a = 4.1, n = 200: 90%, tempo médio: 0.37
3-SAT a = 4.1, n = 50: 87%, tempo médio: 0.0
3-SAT a = 4.2, n = 100: 73%, tempo médio: 0.0
3-SAT a = 4.2, n = 150: 67%, tempo médio: 0.03
3-SAT a = 4.2, n = 200: 67%, tempo médio: 0.97
3-SAT a = 4.2, n = 50: 70%, tempo médio: 0.0
3-SAT a = 4.3, n = 100: 37%, tempo médio: 0.0
3-SAT a = 4.3, n = 150: 63%, tempo médio: 0.03
3-SAT a = 4.3, n = 200: 37%, tempo médio: 1.08
3-SAT a = 4.3, n = 50: 67%, tempo médio: 0.0
3-SAT a = 4.4, n = 100: 30%, tempo médio: 0.0
3-SAT a = 4.4, n = 150: 30%, tempo médio: 0.04
3-SAT a = 4.4, n = 200: 10%, tempo médio: 0.88
3-SAT a = 4.4, n = 50: 47%, tempo médio: 0.0
3-SAT a = 4.5, n = 100: 17%, tempo médio: 0.0
3-SAT a = 4.5, n = 150: 20%, tempo médio: 0.04
3-SAT a = 4.5, n = 200: 3%, tempo médio: 0.66
3-SAT a = 4.5, n = 50: 30%, tempo médio: 0.0
3-SAT a = 4.6, n = 100: 10%, tempo médio: 0.0
3-SAT a = 4.6, n = 150: 3%, tempo médio: 0.04
3-SAT a = 4.6, n = 200: 3%, tempo médio: 0.58
3-SAT a = 4.6, n = 50: 40%, tempo médio: 0.0
3-SAT a = 4.7, n = 100: 7%, tempo médio: 0.0
3-SAT a = 4.7, n = 150: 0%, tempo médio: 0.04
3-SAT a = 4.7, n = 200: 0%, tempo médio: 0.45
3-SAT a = 4.7, n = 50: 20%, tempo médio: 0.0
3-SAT a = 4.8, n = 100: 0%, tempo médio: 0.0
3-SAT a = 4.8, n = 150: 0%, tempo médio: 0.03
3-SAT a = 4.8, n = 200: 0%, tempo médio: 0.33
3-SAT a = 4.8, n = 50: 7%, tempo médio: 0.0
3-SAT a = 4.9, n = 100: 0%, tempo médio: 0.0
3-SAT a = 4.9, n = 150: 0%, tempo médio: 0.03
3-SAT a = 4.9, n = 200: 0%, tempo médio: 0.27
3-SAT a = 4.9, n = 50: 17%, tempo médio: 0.0
3-SAT a = 5.0, n = 100: 0%, tempo médio: 0.0
3-SAT a = 5.0, n = 150: 0%, tempo médio: 0.02
3-SAT a = 5.0, n = 200: 0%, tempo médio: 0.16
3-SAT a = 5.0, n = 50: 10%, tempo médio: 0.0
3-SAT a = 5.1, n = 100: 0%, tempo médio: 0.0
3-SAT a = 5.1, n = 150: 0%, tempo médio: 0.02
3-SAT a = 5.1, n = 200: 0%, tempo médio: 0.11
3-SAT a = 5.1, n = 50: 0%, tempo médio: 0.0
3-SAT a = 5.2, n = 100: 0%, tempo médio: 0.0
3-SAT a = 5.2, n = 150: 0%, tempo médio: 0.02
3-SAT a = 5.2, n = 200: 0%, tempo médio: 0.09
3-SAT a = 5.2, n = 50: 0%, tempo médio: 0.0
3-SAT a = 5.3, n = 100: 0%, tempo médio: 0.0
3-SAT a = 5.3, n = 150: 0%, tempo médio: 0.01
3-SAT a = 5.3, n = 200: 0%, tempo médio: 0.06
3-SAT a = 5.3, n = 50: 0%, tempo médio: 0.0
3-SAT a = 5.4, n = 100: 0%, tempo médio: 0.0
3-SAT a = 5.4, n = 150: 0%, tempo médio: 0.01
3-SAT a = 5.4, n = 200: 0%, tempo médio: 0.05
3-SAT a = 5.4, n = 50: 0%, tempo médio: 0.0
3-SAT a = 5.5, n = 100: 0%, tempo médio: 0.0
3-SAT a = 5.5, n = 150: 0%, tempo médio: 0.01
3-SAT a = 5.5, n = 200: 0%, tempo médio: 0.04
3-SAT a = 5.5, n = 50: 0%, tempo médio: 0.0
3-SAT a = 5.6, n = 100: 0%, tempo médio: 0.0
3-SAT a = 5.6, n = 150: 0%, tempo médio: 0.01
3-SAT a = 5.6, n = 200: 0%, tempo médio: 0.04
3-SAT a = 5.6, n = 50: 0%, tempo médio: 0.0
3-SAT a = 5.7, n = 100: 0%, tempo médio: 0.0
3-SAT a = 5.7, n = 150: 0%, tempo médio: 0.01
3-SAT a = 5.7, n = 200: 0%, tempo médio: 0.04
3-SAT a = 5.7, n = 50: 0%, tempo médio: 0.0
3-SAT a = 5.8, n = 100: 0%, tempo médio: 0.0
3-SAT a = 5.8, n = 150: 0%, tempo médio: 0.0
3-SAT a = 5.8, n = 200: 0%, tempo médio: 0.03
3-SAT a = 5.8, n = 50: 0%, tempo médio: 0.0
3-SAT a = 5.9, n = 100: 0%, tempo médio: 0.0
3-SAT a = 5.9, n = 150: 0%, tempo médio: 0.01
3-SAT a = 5.9, n = 200: 0%, tempo médio: 0.03
3-SAT a = 5.9, n = 50: 0%, tempo médio: 0.0
3-SAT a = 6.0, n = 100: 0%, tempo médio: 0.0
3-SAT a = 6.0, n = 150: 0%, tempo médio: 0.01
3-SAT a = 6.0, n = 200: 0%, tempo médio: 0.03
3-SAT a = 6.0, n = 50: 0%, tempo médio: 0.0
3-SAT a = 6.1, n = 100: 0%, tempo médio: 0.0
3-SAT a = 6.1, n = 150: 0%, tempo médio: 0.01
3-SAT a = 6.1, n = 200: 0%, tempo médio: 0.03
3-SAT a = 6.1, n = 50: 0%, tempo médio: 0.0
3-SAT a = 6.2, n = 100: 0%, tempo médio: 0.0
3-SAT a = 6.2, n = 150: 0%, tempo médio: 0.01
3-SAT a = 6.2, n = 200: 0%, tempo médio: 0.03
3-SAT a = 6.2, n = 50: 0%, tempo médio: 0.0
3-SAT a = 6.3, n = 100: 0%, tempo médio: 0.0
3-SAT a = 6.3, n = 150: 0%, tempo médio: 0.01
3-SAT a = 6.3, n = 200: 0%, tempo médio: 0.03
3-SAT a = 6.3, n = 50: 0%, tempo médio: 0.0
3-SAT a = 6.4, n = 100: 0%, tempo médio: 0.0
3-SAT a = 6.4, n = 150: 0%, tempo médio: 0.01
3-SAT a = 6.4, n = 200: 0%, tempo médio: 0.02
3-SAT a = 6.4, n = 50: 0%, tempo médio: 0.0
3-SAT a = 6.5, n = 100: 0%, tempo médio: 0.0
3-SAT a = 6.5, n = 150: 0%, tempo médio: 0.0
3-SAT a = 6.5, n = 200: 0%, tempo médio: 0.02
3-SAT a = 6.5, n = 50: 0%, tempo médio: 0.0
3-SAT a = 6.6, n = 100: 0%, tempo médio: 0.0
3-SAT a = 6.6, n = 150: 0%, tempo médio: 0.0
3-SAT a = 6.6, n = 200: 0%, tempo médio: 0.02
3-SAT a = 6.6, n = 50: 0%, tempo médio: 0.0
3-SAT a = 6.7, n = 100: 0%, tempo médio: 0.0
3-SAT a = 6.7, n = 150: 0%, tempo médio: 0.0
3-SAT a = 6.7, n = 200: 0%, tempo médio: 0.02
3-SAT a = 6.7, n = 50: 0%, tempo médio: 0.0
3-SAT a = 6.8, n = 100: 0%, tempo médio: 0.0
3-SAT a = 6.8, n = 150: 0%, tempo médio: 0.0
3-SAT a = 6.8, n = 200: 0%, tempo médio: 0.02
3-SAT a = 6.8, n = 50: 0%, tempo médio: 0.0
3-SAT a = 6.9, n = 100: 0%, tempo médio: 0.0
3-SAT a = 6.9, n = 150: 0%, tempo médio: 0.0
3-SAT a = 6.9, n = 200: 0%, tempo médio: 0.02
3-SAT a = 6.9, n = 50: 0%, tempo médio: 0.0
3-SAT a = 7.0, n = 100: 0%, tempo médio: 0.0
3-SAT a = 7.0, n = 150: 0%, tempo médio: 0.0
3-SAT a = 7.0, n = 200: 0%, tempo médio: 0.01
3-SAT a = 7.0, n = 50: 0%, tempo médio: 0.0
3-SAT a = 7.1, n = 100: 0%, tempo médio: 0.0
3-SAT a = 7.1, n = 150: 0%, tempo médio: 0.0
3-SAT a = 7.1, n = 200: 0%, tempo médio: 0.01
3-SAT a = 7.1, n = 50: 0%, tempo médio: 0.0
3-SAT a = 7.2, n = 100: 0%, tempo médio: 0.0
3-SAT a = 7.2, n = 150: 0%, tempo médio: 0.0
3-SAT a = 7.2, n = 200: 0%, tempo médio: 0.01
3-SAT a = 7.2, n = 50: 0%, tempo médio: 0.0
3-SAT a = 7.3, n = 100: 0%, tempo médio: 0.0
3-SAT a = 7.3, n = 150: 0%, tempo médio: 0.0
3-SAT a = 7.3, n = 200: 0%, tempo médio: 0.01
3-SAT a = 7.3, n = 50: 0%, tempo médio: 0.0
3-SAT a = 7.4, n = 100: 0%, tempo médio: 0.0
3-SAT a = 7.4, n = 150: 0%, tempo médio: 0.0
3-SAT a = 7.4, n = 200: 0%, tempo médio: 0.01
3-SAT a = 7.4, n = 50: 0%, tempo médio: 0.0
3-SAT a = 7.5, n = 100: 0%, tempo médio: 0.0
3-SAT a = 7.5, n = 150: 0%, tempo médio: 0.0
3-SAT a = 7.5, n = 200: 0%, tempo médio: 0.01
3-SAT a = 7.5, n = 50: 0%, tempo médio: 0.0
3-SAT a = 7.6, n = 100: 0%, tempo médio: 0.0
3-SAT a = 7.6, n = 150: 0%, tempo médio: 0.0
3-SAT a = 7.6, n = 200: 0%, tempo médio: 0.01
3-SAT a = 7.6, n = 50: 0%, tempo médio: 0.0
3-SAT a = 7.7, n = 100: 0%, tempo médio: 0.0
3-SAT a = 7.7, n = 150: 0%, tempo médio: 0.0
3-SAT a = 7.7, n = 200: 0%, tempo médio: 0.01
3-SAT a = 7.7, n = 50: 0%, tempo médio: 0.0
3-SAT a = 7.8, n = 100: 0%, tempo médio: 0.0
3-SAT a = 7.8, n = 150: 0%, tempo médio: 0.0
3-SAT a = 7.8, n = 200: 0%, tempo médio: 0.01
3-SAT a = 7.8, n = 50: 0%, tempo médio: 0.0
3-SAT a = 7.9, n = 100: 0%, tempo médio: 0.0
3-SAT a = 7.9, n = 150: 0%, tempo médio: 0.0
3-SAT a = 7.9, n = 200: 0%, tempo médio: 0.01
3-SAT a = 7.9, n = 50: 0%, tempo médio: 0.0
3-SAT a = 8.0, n = 100: 0%, tempo médio: 0.0
3-SAT a = 8.0, n = 150: 0%, tempo médio: 0.0
3-SAT a = 8.0, n = 200: 0%, tempo médio: 0.01
3-SAT a = 8.0, n = 50: 0%, tempo médio: 0.0
3-SAT a = 8.1, n = 100: 0%, tempo médio: 0.0
3-SAT a = 8.1, n = 150: 0%, tempo médio: 0.0
3-SAT a = 8.1, n = 200: 0%, tempo médio: 0.01
3-SAT a = 8.1, n = 50: 0%, tempo médio: 0.0
3-SAT a = 8.2, n = 100: 0%, tempo médio: 0.0
3-SAT a = 8.2, n = 150: 0%, tempo médio: 0.0
3-SAT a = 8.2, n = 200: 0%, tempo médio: 0.01
3-SAT a = 8.2, n = 50: 0%, tempo médio: 0.0
3-SAT a = 8.3, n = 100: 0%, tempo médio: 0.0
3-SAT a = 8.3, n = 150: 0%, tempo médio: 0.0
3-SAT a = 8.3, n = 200: 0%, tempo médio: 0.01
3-SAT a = 8.3, n = 50: 0%, tempo médio: 0.0
3-SAT a = 8.4, n = 100: 0%, tempo médio: 0.0
3-SAT a = 8.4, n = 150: 0%, tempo médio: 0.0
3-SAT a = 8.4, n = 200: 0%, tempo médio: 0.01
3-SAT a = 8.4, n = 50: 0%, tempo médio: 0.0
3-SAT a = 8.5, n = 100: 0%, tempo médio: 0.0
3-SAT a = 8.5, n = 150: 0%, tempo médio: 0.0
3-SAT a = 8.5, n = 200: 0%, tempo médio: 0.01
3-SAT a = 8.5, n = 50: 0%, tempo médio: 0.0
3-SAT a = 8.6, n = 100: 0%, tempo médio: 0.0
3-SAT a = 8.6, n = 150: 0%, tempo médio: 0.0
3-SAT a = 8.6, n = 200: 0%, tempo médio: 0.01
3-SAT a = 8.6, n = 50: 0%, tempo médio: 0.0
3-SAT a = 8.7, n = 100: 0%, tempo médio: 0.0
3-SAT a = 8.7, n = 150: 0%, tempo médio: 0.0
3-SAT a = 8.7, n = 200: 0%, tempo médio: 0.01
3-SAT a = 8.7, n = 50: 0%, tempo médio: 0.0
3-SAT a = 8.8, n = 100: 0%, tempo médio: 0.0
3-SAT a = 8.8, n = 150: 0%, tempo médio: 0.0
3-SAT a = 8.8, n = 200: 0%, tempo médio: 0.0
3-SAT a = 8.8, n = 50: 0%, tempo médio: 0.0
3-SAT a = 8.9, n = 100: 0%, tempo médio: 0.0
3-SAT a = 8.9, n = 150: 0%, tempo médio: 0.0
3-SAT a = 8.9, n = 200: 0%, tempo médio: 0.0
3-SAT a = 8.9, n = 50: 0%, tempo médio: 0.0
3-SAT a = 9.0, n = 100: 0%, tempo médio: 0.0
3-SAT a = 9.0, n = 150: 0%, tempo médio: 0.0
3-SAT a = 9.0, n = 200: 0%, tempo médio: 0.0
3-SAT a = 9.0, n = 50: 0%, tempo médio: 0.0
3-SAT a = 9.1, n = 100: 0%, tempo médio: 0.0
3-SAT a = 9.1, n = 150: 0%, tempo médio: 0.0
3-SAT a = 9.1, n = 200: 0%, tempo médio: 0.0
3-SAT a = 9.1, n = 50: 0%, tempo médio: 0.0
3-SAT a = 9.2, n = 100: 0%, tempo médio: 0.0
3-SAT a = 9.2, n = 150: 0%, tempo médio: 0.0
3-SAT a = 9.2, n = 200: 0%, tempo médio: 0.0
3-SAT a = 9.2, n = 50: 0%, tempo médio: 0.0
3-SAT a = 9.3, n = 100: 0%, tempo médio: 0.0
3-SAT a = 9.3, n = 150: 0%, tempo médio: 0.0
3-SAT a = 9.3, n = 200: 0%, tempo médio: 0.0
3-SAT a = 9.3, n = 50: 0%, tempo médio: 0.0
3-SAT a = 9.4, n = 100: 0%, tempo médio: 0.0
3-SAT a = 9.4, n = 150: 0%, tempo médio: 0.0
3-SAT a = 9.4, n = 200: 0%, tempo médio: 0.0
3-SAT a = 9.4, n = 50: 0%, tempo médio: 0.0
3-SAT a = 9.5, n = 100: 0%, tempo médio: 0.0
3-SAT a = 9.5, n = 150: 0%, tempo médio: 0.0
3-SAT a = 9.5, n = 200: 0%, tempo médio: 0.0
3-SAT a = 9.5, n = 50: 0%, tempo médio: 0.0
3-SAT a = 9.6, n = 100: 0%, tempo médio: 0.0
3-SAT a = 9.6, n = 150: 0%, tempo médio: 0.0
3-SAT a = 9.6, n = 200: 0%, tempo médio: 0.0
3-SAT a = 9.6, n = 50: 0%, tempo médio: 0.0
3-SAT a = 9.7, n = 100: 0%, tempo médio: 0.0
3-SAT a = 9.7, n = 150: 0%, tempo médio: 0.0
3-SAT a = 9.7, n = 200: 0%, tempo médio: 0.0
3-SAT a = 9.7, n = 50: 0%, tempo médio: 0.0
3-SAT a = 9.8, n = 100: 0%, tempo médio: 0.0
3-SAT a = 9.8, n = 150: 0%, tempo médio: 0.0
3-SAT a = 9.8, n = 200: 0%, tempo médio: 0.0
3-SAT a = 9.8, n = 50: 0%, tempo médio: 0.0
3-SAT a = 9.9, n = 100: 0%, tempo médio: 0.0
3-SAT a = 9.9, n = 150: 0%, tempo médio: 0.0
3-SAT a = 9.9, n = 200: 0%, tempo médio: 0.0
3-SAT a = 9.9, n = 50: 0%, tempo médio: 0.0
3-SAT a = 10.0, n = 100: 0%, tempo médio: 0.0
3-SAT a = 10.0, n = 150: 0%, tempo médio: 0.0
3-SAT a = 10.0, n = 200: 0%, tempo médio: 0.0
3-SAT a = 10.0, n = 50: 0%, tempo médio: 0.0
5-SAT a = 0.1, n = 20: 100%, tempo médio: 0.0
5-SAT a = 0.1, n = 30: 100%, tempo médio: 0.0
5-SAT a = 0.1, n = 40: 100%, tempo médio: 0.0
5-SAT a = 0.1, n = 50: 100%, tempo médio: 0.0
5-SAT a = 0.2, n = 20: 100%, tempo médio: 0.0
5-SAT a = 0.2, n = 30: 100%, tempo médio: 0.0
5-SAT a = 0.2, n = 40: 100%, tempo médio: 0.0
5-SAT a = 0.2, n = 50: 100%, tempo médio: 0.0
5-SAT a = 0.3, n = 20: 100%, tempo médio: 0.0
5-SAT a = 0.3, n = 30: 100%, tempo médio: 0.0
5-SAT a = 0.3, n = 40: 100%, tempo médio: 0.0
5-SAT a = 0.3, n = 50: 100%, tempo médio: 0.0
5-SAT a = 0.4, n = 20: 100%, tempo médio: 0.0
5-SAT a = 0.4, n = 30: 100%, tempo médio: 0.0
5-SAT a = 0.4, n = 40: 100%, tempo médio: 0.0
5-SAT a = 0.4, n = 50: 100%, tempo médio: 0.0
5-SAT a = 0.5, n = 20: 100%, tempo médio: 0.0
5-SAT a = 0.5, n = 30: 100%, tempo médio: 0.0
5-SAT a = 0.5, n = 40: 100%, tempo médio: 0.0
5-SAT a = 0.5, n = 50: 100%, tempo médio: 0.0
5-SAT a = 0.6, n = 20: 100%, tempo médio: 0.0
5-SAT a = 0.6, n = 30: 100%, tempo médio: 0.0
5-SAT a = 0.6, n = 40: 100%, tempo médio: 0.0
5-SAT a = 0.6, n = 50: 100%, tempo médio: 0.0
5-SAT a = 0.7, n = 20: 100%, tempo médio: 0.0
5-SAT a = 0.7, n = 30: 100%, tempo médio: 0.0
5-SAT a = 0.7, n = 40: 100%, tempo médio: 0.0
5-SAT a = 0.7, n = 50: 100%, tempo médio: 0.0
5-SAT a = 0.8, n = 20: 100%, tempo médio: 0.0
5-SAT a = 0.8, n = 30: 100%, tempo médio: 0.0
5-SAT a = 0.8, n = 40: 100%, tempo médio: 0.0
5-SAT a = 0.8, n = 50: 100%, tempo médio: 0.0
5-SAT a = 0.9, n = 20: 100%, tempo médio: 0.0
5-SAT a = 0.9, n = 30: 100%, tempo médio: 0.0
5-SAT a = 0.9, n = 40: 100%, tempo médio: 0.0
5-SAT a = 0.9, n = 50: 100%, tempo médio: 0.0
5-SAT a = 1.0, n = 20: 100%, tempo médio: 0.0
